Strike Price,Call Gamma,Put Gamma
30.0,2.865531174265039e-05,2.865531174265039e-05
30.404040404040405,4.1236145892892144e-05,4.1236145892892144e-05
30.80808080808081,5.854022806461334e-05,5.854022806461334e-05
31.21212121212121,8.202328263222077e-05,8.202328263222077e-05
31.616161616161616,0.00011348021851289791,0.00011348021851289791
32.02020202020202,0.00015509177496533032,0.00015509177496533032
32.42424242424242,0.00020946918897232276,0.00020946918897232276
32.82828282828283,0.0002796944506662334,0.0002796944506662334
33.23232323232323,0.00036935343621989034,0.00036935343621989034
33.63636363636363,0.00048255903630893256,0.00048255903630893256
34.04040404040404,0.0006239613594030758,0.0006239613594030758
34.44444444444444,0.0007987422036180619,0.0007987422036180619
34.84848484848485,0.0010125912714597056,0.0010125912714597056
35.25252525252525,0.0012716620516056098,0.0012716620516056098
35.656565656565654,0.001582505903275225,0.001582505903275225
36.06060606060606,0.0019519836331779714,0.0019519836331779714
36.464646464646464,0.00238715472361369,0.00238715472361369
36.868686868686865,0.0028951453152048223,0.0028951453152048223
37.27272727272727,0.0034829970243011417,0.0034829970243011417
37.676767676767675,0.004157499634447052,0.004157499634447052
38.08080808080808,0.004925011593348347,0.004925011593348347
38.484848484848484,0.00579127302330451,0.00579127302330451
38.888888888888886,0.0067612165707325225,0.0067612165707325225
39.292929292929294,0.00783878184337042,0.00783878184337042
39.696969696969695,0.009026739385862155,0.009026739385862155
40.101010101010104,0.010326530110724857,0.010326530110724857
40.505050505050505,0.011738125829183424,0.011738125829183424
40.90909090909091,0.013259916024020083,0.013259916024020083
41.313131313131315,0.01488862529471604,0.01488862529471604
41.717171717171716,0.016619265014002207,0.016619265014002207
42.121212121212125,0.018445121702816834,0.018445121702816834
42.525252525252526,0.02035778350175514,0.02035778350175514
42.92929292929293,0.022347204938930852,0.022347204938930852
43.333333333333336,0.02440180901512916,0.02440180901512916
43.73737373737374,0.026508624494020534,0.026508624494020534
44.141414141414145,0.028653455241049206,0.028653455241049206
44.54545454545455,0.030821077536800825,0.030821077536800825
44.94949494949495,0.03299546052952847,0.03299546052952847
45.35353535353535,0.03516000440935711,0.03516000440935711
45.75757575757576,0.03729779049726331,0.03729779049726331
46.161616161616166,0.03939183725041832,0.03939183725041832
46.56565656565657,0.04142535618890047,0.04142535618890047
46.96969696969697,0.04338200193667852,0.04338200193667852
47.37373737373737,0.045246110925287006,0.045246110925287006
47.77777777777778,0.04700292380971425,0.04700292380971425
48.18181818181818,0.048638787266816794,0.048638787266816794
48.58585858585859,0.050141331558748094,0.050141331558748094
48.98989898989899,0.051499621018034646,0.051499621018034646
49.39393939393939,0.05270427541784149,0.05270427541784149
49.7979797979798,0.05374756100274323,0.05374756100274323
50.2020202020202,0.05462345074632964,0.05462345074632964
50.60606060606061,0.055327654149617725,0.055327654149617725
51.01010101010101,0.05585761757945991,0.05585761757945991
51.41414141414141,0.05621249675378175,0.05621249675378175
51.81818181818181,0.05639310349942007,0.05639310349942007
52.22222222222222,0.056401829331437586,0.056401829331437586
52.62626262626263,0.0562425487267335,0.0562425487267335
53.03030303030303,0.0559205051897122,0.0559205051897122
53.43434343434343,0.05544218333695881,0.05544218333695881
53.838383838383834,0.05481517026715123,0.05481517026715123
54.24242424242424,0.054048009439765385,0.054048009439765385
54.64646464646465,0.05315005017103596,0.05315005017103596
55.05050505050505,0.05213129567872206,0.05213129567872206
55.45454545454545,0.05100225237969301,0.05100225237969301
55.858585858585855,0.04977378287754765,0.04977378287754765
56.26262626262626,0.04845696478254201,0.04845696478254201
56.66666666666667,0.04706295719361446,0.04706295719361446
57.07070707070707,0.045602876352046566,0.045602876352046566
57.474747474747474,0.0440876816570785,0.0440876816570785
57.878787878787875,0.042528072923268455,0.042528072923268455
58.282828282828284,0.040934399464009334,0.040934399464009334
58.686868686868685,0.03931658131061638,0.03931658131061638
59.09090909090909,0.037684042625794396,0.037684042625794396
59.494949494949495,0.03604565714693262,0.03604565714693262
59.898989898989896,0.03440970530033322,0.03440970530033322
60.3030303030303,0.03278384246295549,0.03278384246295549
60.707070707070706,0.031175077713487005,0.031175077713487005
61.111111111111114,0.029589762308745327,0.029589762308745327
61.515151515151516,0.028033587043165036,0.028033587043165036
61.91919191919192,0.02651158759656034,0.02651158759656034
62.323232323232325,0.025028156946237272,0.025028156946237272
62.72727272727273,0.023587063911377482,0.023587063911377482
63.13131313131313,0.022191476907806734,0.022191476907806734
63.535353535353536,0.020843992017114926,0.020843992017114926
63.93939393939394,0.01954666451295361,0.01954666451295361
64.34343434343435,0.018301043036632932,0.018301043036632932
64.74747474747474,0.01710820567144143,0.01710820567144143
65.15151515151516,0.015968797228161462,0.015968797228161462
65.55555555555556,0.014883067121004918,0.014883067121004918
65.95959595959596,0.013850907281812848,0.013850907281812848
66.36363636363636,0.012871889629264263,0.012871889629264263
66.76767676767676,0.011945302677649816,0.011945302677649816
67.17171717171718,0.011070186935359992,0.011070186935359992
67.57575757575758,0.010245368805696486,0.010245368805696486
67.97979797979798,0.009469492761227565,0.009469492761227565
68.38383838383838,0.00874105161715735,0.00874105161715735
68.78787878787878,0.00805841477870405,0.00805841477870405
69.1919191919192,0.0074198543820898815,0.0074198543820898815
69.5959595959596,0.006823569288357447,0.006823569288357447
70.0,0.006267706923884529,0.006267706923884529
